Timestamp	Channel	CPU	Event type	Contents	TID	Prio	PID	Source
01:00:01.337 430 999	stream_0	0	sched_switch	prev_comm="TB  ", prev_tid=167837699, prev_prio=0, prev_state=0, next_comm="TA  ", next_tid=167837698, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.337 539 999	stream_0	0	USER_0	data=0x1, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.357 652 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.357 652 999	stream_0	0	sched_switch	prev_comm="TA  ", prev_tid=167837698, prev_prio=0, prev_state=0, next_comm="TC  ", next_tid=167837700, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.377 683 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.377 683 999	stream_0	0	sched_switch	prev_comm="TC  ", prev_tid=167837700, prev_prio=0, prev_state=0, next_comm="TB  ", next_tid=167837699, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.377 794 999	stream_0	0	USER_1	data=0x1, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.396 125 999	stream_0	0	THREAD_STACK_CURRENT	data=0xc90, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.396 125 999	stream_0	0	sched_switch	prev_comm="TB  ", prev_tid=167837699, prev_prio=0, prev_state=0, next_comm="TA  ", next_tid=167837698, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.396 229 999	stream_0	0	USER_0	data=0x2, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.416 344 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.416 344 999	stream_0	0	sched_switch	prev_comm="TA  ", prev_tid=167837698, prev_prio=0, prev_state=0, next_comm="TB  ", next_tid=167837699, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.517 526 999	stream_0	0	THREAD_STACK_CURRENT	data=0xcb0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.517 526 999	stream_0	0	sched_switch	prev_comm="TB  ", prev_tid=167837699, prev_prio=0, prev_state=0, next_comm="TA  ", next_tid=167837698, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.517 642 999	stream_0	0	USER_0	data=0x3, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.537 616 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.537 616 999	stream_0	0	sched_switch	prev_comm="TA  ", prev_tid=167837698, prev_prio=0, prev_state=0, next_comm="TC  ", next_tid=167837700, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.537 727 999	stream_0	0	USER_2	data=0x1, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.557 698 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.557 698 999	stream_0	0	sched_switch	prev_comm="TC  ", prev_tid=167837700, prev_prio=0, prev_state=0, next_comm="TB  ", next_tid=167837699, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.557 814 999	stream_0	0	USER_4	data=0x2, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.558 849 999	stream_0	0	USER_1	data=0x2, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.678 271 999	stream_0	0	THREAD_STACK_CURRENT	data=0xcb0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.678 271 999	stream_0	0	sched_switch	prev_comm="TB  ", prev_tid=167837699, prev_prio=0, prev_state=0, next_comm="TA  ", next_tid=167837698, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.678 387 999	stream_0	0	USER_0	data=0x4, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.698 440 999	stream_0	0	USER_3	data=0x5, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.699 274 999	stream_0	0	USER_0	data=0x5, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.719 241 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.719 241 999	stream_0	0	sched_switch	prev_comm="TA  ", prev_tid=167837698, prev_prio=0, prev_state=0, next_comm="TC  ", next_tid=167837700, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.719 351 999	stream_0	0	USER_2	data=0x2, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.739 321 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.739 321 999	stream_0	0	sched_switch	prev_comm="TC  ", prev_tid=167837700, prev_prio=0, prev_state=0, next_comm="TB  ", next_tid=167837699, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837700	0	167837700	
01:00:01.739 437 999	stream_0	0	USER_4	data=0x3, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.740 278 999	stream_0	0	USER_1	data=0x3, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.859 622 999	stream_0	0	THREAD_STACK_CURRENT	data=0xcb0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.859 622 999	stream_0	0	sched_switch	prev_comm="TB  ", prev_tid=167837699, prev_prio=0, prev_state=0, next_comm="TA  ", next_tid=167837698, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.859 738 999	stream_0	0	USER_0	data=0x6, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.879 705 999	stream_0	0	THREAD_STACK_CURRENT	data=0xd38, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.879 705 999	stream_0	0	sched_switch	prev_comm="TA  ", prev_tid=167837698, prev_prio=0, prev_state=0, next_comm="TB  ", next_tid=167837699, next_prio=0, context.packet_seq_num=0, context.cpu_id=0	167837698	0	167837698	
01:00:01.879 820 999	stream_0	0	USER_4	data=0x4, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.880 618 999	stream_0	0	USER_1	data=0x4, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.895 009 999	stream_0	0	UPTIME_LOW	data=0xb361565b, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.895 009 999	stream_0	0	TIME_ADJUSTMENT	data=0x31be09bc, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.895 009 999	stream_0	0	UPTIME_HIGH	data=0x1, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.895 009 999	stream_0	0	TIME_ADJUSTMENT	data=0x31bd72be, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.895 009 999	stream_0	0	FATAL_SOURCE	data=0x1, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.895 009 999	stream_0	0	TIME_ADJUSTMENT	data=0x31bd72be, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
01:00:01.895 009 999	stream_0	0	FATAL_CODE	data=0xdeadbeef, context.packet_seq_num=0, context.cpu_id=0	167837699	0	167837699	
